stars,latitude,longitude,name,res_id
324,33.530335,-112.047101,Rokerij,5kRug3bEienrpovtPRVVwg
315,33.513539,-112.074195,Federal Pizza,m9haUi2_1lHR2eAKBhKwDg
314,33.5754755,-112.0651592,Scramble A Breakfast Joint,XHr5mXFgobOHoxbPJxmYdg
314,33.5243311,-112.047508,Dick's Hideaway,9BJ5h9X1krpXFjKj0a6wbg
308,33.5006213,-112.0743113,Pane Bianco,-AAig9FG0s8gYE4f8GfowQ
307,33.5708369,-112.0655987,Los Reyes De La Torta,bzDs0u8I-z231QVdIQWkrA
306,33.511665,-112.065323,Ticoz Resto-Bar,FUI-hWH_bpis7AKZTWenUQ
294,33.5242756,-112.0474713,The Vig Uptown,WS1z1OAR0tRl4FsjdTGUFQ
294,33.5219028,-112.0639456,Fuego Bistro,hfl62LX14YqNpG0g0Tj6_Q
294,33.4570541765,-112.071567245,Angels Trumpet Ale House,41j3GB7M-Lwq284Pfb9zgw
293,33.470887,-112.064765,America's Taco Shop,3l72FflaaeI0tWEAWN3-gQ
292,33.4315119,-112.0561119,Carolina's Mexican Food,d52zg-S0o940WUCK-nNiKw
291,33.7134575,-112.1139493,Mellow Mushroom,VY_tvNUCCXGXQeSvJl757Q
290,33.3480616,-111.9820214,Los Taquitos,rDvz5jX65gpfONFu7er9Tw
287,33.5070953369,-112.074485779,Maizie's Cafe & Bistro,AaKlegu7gmOCD4rEESF76Q
282,33.472853,-112.056065,Tuck Shop,rQ4z0EStSZE4acgkne6Hmg
281,33.5386352,-112.0982917,Tacos Atoyac,wN_wAXWg8W94v04eqijy6g
277,33.5097278,-111.9952351,The Grind,r-a-Cn9hxdEnYTtVTB5bMQ
275,33.4576585,-112.0723168,Matt's Big Breakfast,4X_XAOeMw7AFkYhg3NINJA
273,33.457863,-112.068359,Bliss ReBAR,PwxvN0SnAGPdqXdNEYVT3g
272,33.5100242,-112.0152854,noca,DcrM4hwDcU2G6vuh2cnaYQ
270,33.508118,-112.027582,AMC Dine-in Theatres Esplanade 14,EmlgWjs1ZzZEpDjZCSPLmw
270,33.4719849,-112.064757,Rice Paper,jtzhY-P4H6WSYpv5rWhxtw
266,33.510034,-112.0241743,Hillstone,zMa6YoEekpABg1HZnnTZdg
265,33.595874,-112.134448,Rocket Burger & Subs,F8q_9PUl-Lwjj9xIRPArcg
262,33.510112,-112.096024,Pho Thanh,yVQiGdxmnrkJDyQXv2maNA
251,33.4448019849,-112.072117722,Alice Cooper'stown,oCA2OZcd_Jo_ggVmUx3WVw
249,33.5173991,-112.0824683,Hana Japanese Eatery,h6jfMpTZpNduLG0wE2tbaw
245,33.683323,-112.092428,Pork on a Fork,yYbd9P1KmlPSKmQxo68n_g
242,33.3711363,-111.9740268,Rustler's Rooste,wZwZcte4lcbu51NOzCjWbQ
233,33.5083691,-111.9942752,North Italia,CSoURupWEyuyzkjMOExKPg
233,33.4587486,-112.0714986,Carly's Bistro,zmFc8M-hS4uuyY0hklIpoQ
232,33.4495394,-112.0656645,Nobuo At Teeter House,nMHhuYan8e3cONo3PornJA
231,33.3044612,-111.9945753,Pomegranate Cafe,lVkDZZ8sTafPlq7f1i5row
230,33.4779339657,-112.073523642,Wild Thaiger,KPoTixdjoJxSqRSEApSAGg
229,33.5092556,-112.0378823,Snooze AM Eatery,qT4w8n27RBQ_slz_FiK0CQ
227,33.677854,-111.978579,Tryst Cafe,vvMR0jgDoBA-g1XgZy8sEg
224,33.4874748,-112.0830342,Mi Patio Mexican Restaurant,cVejKU_SrdbvzIbQ4oPV0A
222,33.509578,-112.060185,Oregano's Pizza Bistro,ML1RJdeZ7bbfMrHvJ7m99A
221,33.4953994751,-112.005249023,The Stand,v1aLzjTphPc6IGIy9k96vg
221,33.47014,-112.065474,Green New American Vegetarian,0dORc6ckZw5HezR3BuSsqw
219,33.49413,-111.977756,Arcadia Tavern,MXOdsPTLQPsQK9hUq01DWg
216,33.331655,-111.982113,Hillside Spot,nts2OALwvyvfNh9focRZ3w
215,33.5102336367,-112.027493779,Seasons 52,-h-q6zTIdPlkz9BDP11sBg
211,33.523984,-112.04698,TEXAZ Grill,18TUn9oiW0k0yB6lheiOvw
211,33.4954826,-111.9883722,Pita Jungle,w19cemjVR8u02PgjFpJ7Mw
210,33.509608,-112.025723,Stingray Sushi,wNUea3IXZWD63bbOQaOH-g
210,33.4807562,-112.1102942,Pizza a Metro,XkNQVTkCEzBrq7OlRHI11Q
210,33.455863,-112.072167,Sens Asian Tapas & Sake Bar,d3MxUXS1b6U2P_gGuCO1-A
210,33.4556584,-112.0719926,The Breadfruit,cLojUtqkFpVIHFEvA_5Atw
210,33.4493777,-112.0656259,The Rose and Crown,TfTlOE6h9E9o34dEkw9L_w
209,33.5997402,-111.9872611,Yasu Sushi Bistro,KBG28p3lGX17hOPoHhq5PQ
209,33.5194664,-112.0653473,The Yard,HrSowDDXw71VD_d-4g7I5g
209,33.4514311,-112.0701054,District American Kitchen and Wine Bar,9ziO3NpoNTKHvIKCBFB_fQ
208,33.455863,-112.072167,Pomo Pizzeria Napoletana,XfVGU6WGZKc867spn2TImw
207,33.640408,-111.995167,Paradise Valley Burger Company,pAHUC05ceak48e745i6G4g
206,33.545329,-112.043169,Aunt Chilada's,G9LwkTSdKOyOGqd5BbuIkA
204,33.4587814,-112.0722749,Short Leash Dogs Food Truck,xHI3saK0sAJEHeMK4IGVvg
204,33.4517763,-112.0766916,Crescent Ballroom,qw93CjlAZ6a4ff11Z-hF3Q
202,33.458348,-112.067828,JoBot Coffee,5ambRqdTJt9vGwFzVI9HBw
199,33.4563262,-112.0737079,Phoenix Public Market Cafe,eltTG6JOr9cg5FRAgGy8Jw
198,33.48585,-112.0691813,China Chili,-3WVw1TNQbPBzaKCaQQ1AQ
197,33.4977417,-112.0739754,George & Dragon Restaurant,3xEB9FyFXolq1b_Qn_BFtg
194,33.5833625,-112.0133307,32 Shea,XU5Fb3TosXDUJcNRWQM5cA
