stars,latitude,longitude,name,res_id
27,33.4556584,-112.0719926,The Breadfruit,cLojUtqkFpVIHFEvA_5Atw
26,33.6710684743,-112.030189633,Upper Crust Pizza,Pg8OPh1D2ws0xO-I-8ppoA
26,33.5833625,-112.0133307,32 Shea,XU5Fb3TosXDUJcNRWQM5cA
26,33.5194664,-112.0653473,The Yard,HrSowDDXw71VD_d-4g7I5g
26,33.5173991,-112.0824683,Hana Japanese Eatery,h6jfMpTZpNduLG0wE2tbaw
26,33.4963684082,-112.08391571,The Fry Bread House,mqQwChPNN4o4DhAzaGntIA
26,33.48585,-112.0691813,China Chili,-3WVw1TNQbPBzaKCaQQ1AQ
26,33.4517763,-112.0766916,Crescent Ballroom,qw93CjlAZ6a4ff11Z-hF3Q
26,33.331655,-111.982113,Hillside Spot,nts2OALwvyvfNh9focRZ3w
25,33.640408,-111.995167,Paradise Valley Burger Company,pAHUC05ceak48e745i6G4g
25,33.510112,-112.096024,Pho Thanh,yVQiGdxmnrkJDyQXv2maNA
25,33.509517,-112.061566,Rosie McCaffrey's,yc5AH9H71xJidA_J2mChLA
25,33.5083691,-111.9942752,North Italia,CSoURupWEyuyzkjMOExKPg
25,33.4954826,-111.9883722,Pita Jungle,w19cemjVR8u02PgjFpJ7Mw
25,33.457863,-112.068359,Bliss ReBAR,PwxvN0SnAGPdqXdNEYVT3g
25,33.4495394,-112.0656645,Nobuo At Teeter House,nMHhuYan8e3cONo3PornJA
24,33.545329,-112.043169,Aunt Chilada's,G9LwkTSdKOyOGqd5BbuIkA
24,33.523984,-112.04698,TEXAZ Grill,18TUn9oiW0k0yB6lheiOvw
24,33.5124076744,-112.065353394,Pizza Heaven Bistro,auorqdHiATGZHVd-sd79ZQ
24,33.4953994751,-112.005249023,The Stand,v1aLzjTphPc6IGIy9k96vg
24,33.4951403,-111.991453,Tee Pee Mexican Food,soiGohHtWOltGeomkSxzEw
