stars,latitude,longitude,name,res_id
7,33.5102336367,-112.027493779,Seasons 52,-h-q6zTIdPlkz9BDP11sBg
7,33.510034,-112.0241743,Hillstone,zMa6YoEekpABg1HZnnTZdg
7,33.504688,-111.969094,T Cook's Restaurant,fVgrpVyp-nPLTac9YIjTug
7,33.4951554,-112.0822129,Thai E-San,VbXy3tH5RAu7HjT7VeMMgA
7,33.49413,-111.977756,Arcadia Tavern,MXOdsPTLQPsQK9hUq01DWg
7,33.4837225,-112.0476668,Middle Eastern Bakery & Deli,IPsG_71MD8pwB9i3TKOJYg
7,33.4640982988,-112.073569,Phoenix Blue Fin,kaIue7GRCmkPzDeHDBTttQ
7,33.455863,-112.072167,The Turf,FeI75xIG8PF_XZ6P80gLBQ
7,33.4514039,-111.973603,Honey Bear's BBQ,xfk9eY8gmwn8qsbyd-W6lQ
7,33.4493777,-112.0656259,The Rose and Crown,TfTlOE6h9E9o34dEkw9L_w
7,33.4475173,-112.0742715,Copper Blues,fP-BPL6iRu2tbcvlnjRshw
7,33.331773,-111.978279,Sushi Eye,lVHtVCyFJOqAH0ltn7pLuw
7,33.3044612,-111.9945753,Cafe Los Dos Y Cantina,bzQPFOLLxuwx7K7dw8j7Zw
6,33.8000531,-112.05858,El Encanto DOS,0NlTmTzKYXbE6Hx2iGEb5A
