stars,latitude,longitude,name,res_id
124,33.655566,-111.92641,The White Chocolate Grill,XWvht_1ZLdK7EHJ3jo4q0g
124,33.587766,-112.115899,Pappadeaux Seafood Kitchen,PmPOuRvuN3CoNOi1nBj_TQ
119,33.530335,-112.047101,Rokerij,5kRug3bEienrpovtPRVVwg
116,33.5754755,-112.0651592,Scramble A Breakfast Joint,XHr5mXFgobOHoxbPJxmYdg
115,33.513539,-112.074195,Federal Pizza,m9haUi2_1lHR2eAKBhKwDg
115,33.4772365,-112.0734835,Durant's,cN6aBxe2mQvrQlzk26LyRQ
113,33.4570541765,-112.071567245,Angels Trumpet Ale House,41j3GB7M-Lwq284Pfb9zgw
111,33.511665,-112.065323,Ticoz Resto-Bar,FUI-hWH_bpis7AKZTWenUQ
109,33.5243311,-112.047508,Dick's Hideaway,9BJ5h9X1krpXFjKj0a6wbg
108,33.449228,-112.072853,Hanny's,6imLt53br7SJ3av07jjH7w
107,33.7134575,-112.1139493,Mellow Mushroom,VY_tvNUCCXGXQeSvJl757Q
107,33.5242756,-112.0474713,The Vig Uptown,WS1z1OAR0tRl4FsjdTGUFQ
105,33.5006213,-112.0743113,Pane Bianco,-AAig9FG0s8gYE4f8GfowQ
103,33.470887,-112.064765,America's Taco Shop,3l72FflaaeI0tWEAWN3-gQ
102,33.508118,-112.027582,AMC Dine-in Theatres Esplanade 14,EmlgWjs1ZzZEpDjZCSPLmw
101,33.4315119,-112.0561119,Carolina's Mexican Food,d52zg-S0o940WUCK-nNiKw
100,33.5708369,-112.0655987,Los Reyes De La Torta,bzDs0u8I-z231QVdIQWkrA
99,33.5219028,-112.0639456,Fuego Bistro,hfl62LX14YqNpG0g0Tj6_Q
98,33.5070953369,-112.074485779,Maizie's Cafe & Bistro,AaKlegu7gmOCD4rEESF76Q
97,33.5100242,-112.0152854,noca,DcrM4hwDcU2G6vuh2cnaYQ
97,33.4948197,-111.9798208,Over Easy,Y-9dJvw-J2d9QKfuL7mKgA
96,33.5097278,-111.9952351,The Grind,r-a-Cn9hxdEnYTtVTB5bMQ
96,33.457863,-112.068359,Bliss ReBAR,PwxvN0SnAGPdqXdNEYVT3g
95,33.4576585,-112.0723168,Matt's Big Breakfast,4X_XAOeMw7AFkYhg3NINJA
92,33.510112,-112.096024,Pho Thanh,yVQiGdxmnrkJDyQXv2maNA
90,33.683323,-112.092428,Pork on a Fork,yYbd9P1KmlPSKmQxo68n_g
90,33.3480616,-111.9820214,Los Taquitos,rDvz5jX65gpfONFu7er9Tw
88,33.3711363,-111.9740268,Rustler's Rooste,wZwZcte4lcbu51NOzCjWbQ
87,33.472853,-112.056065,Tuck Shop,rQ4z0EStSZE4acgkne6Hmg
85,33.4953994751,-112.005249023,The Stand,v1aLzjTphPc6IGIy9k96vg
85,33.47014,-112.065474,Green New American Vegetarian,0dORc6ckZw5HezR3BuSsqw
85,33.4587814,-112.0722749,Short Leash Dogs Food Truck,xHI3saK0sAJEHeMK4IGVvg
85,33.4448019849,-112.072117722,Alice Cooper'stown,oCA2OZcd_Jo_ggVmUx3WVw
84,33.5997402,-111.9872611,Yasu Sushi Bistro,KBG28p3lGX17hOPoHhq5PQ
82,33.5173991,-112.0824683,Hana Japanese Eatery,h6jfMpTZpNduLG0wE2tbaw
82,33.4874748,-112.0830342,Mi Patio Mexican Restaurant,cVejKU_SrdbvzIbQ4oPV0A
82,33.331655,-111.982113,Hillside Spot,nts2OALwvyvfNh9focRZ3w
81,33.677854,-111.978579,Tryst Cafe,vvMR0jgDoBA-g1XgZy8sEg
81,33.5386352,-112.0982917,Tacos Atoyac,wN_wAXWg8W94v04eqijy6g
81,33.5092556,-112.0378823,Snooze AM Eatery,qT4w8n27RBQ_slz_FiK0CQ
80,33.5083691,-111.9942752,North Italia,CSoURupWEyuyzkjMOExKPg
79,33.49413,-111.977756,Arcadia Tavern,MXOdsPTLQPsQK9hUq01DWg
79,33.4719849,-112.064757,Rice Paper,jtzhY-P4H6WSYpv5rWhxtw
79,33.4587486,-112.0714986,Carly's Bistro,zmFc8M-hS4uuyY0hklIpoQ
79,33.4517763,-112.0766916,Crescent Ballroom,qw93CjlAZ6a4ff11Z-hF3Q
78,33.5833625,-112.0133307,32 Shea,XU5Fb3TosXDUJcNRWQM5cA
77,33.5102336367,-112.027493779,Seasons 52,-h-q6zTIdPlkz9BDP11sBg
77,33.4556584,-112.0719926,The Breadfruit,cLojUtqkFpVIHFEvA_5Atw
77,33.3044612,-111.9945753,Pomegranate Cafe,lVkDZZ8sTafPlq7f1i5row
76,33.4807562,-112.1102942,Pizza a Metro,XkNQVTkCEzBrq7OlRHI11Q
75,33.510034,-112.0241743,Hillstone,zMa6YoEekpABg1HZnnTZdg
75,33.4951403,-111.991453,Tee Pee Mexican Food,soiGohHtWOltGeomkSxzEw
73,33.640408,-111.995167,Paradise Valley Burger Company,pAHUC05ceak48e745i6G4g
73,33.509608,-112.025723,Stingray Sushi,wNUea3IXZWD63bbOQaOH-g
72,33.545329,-112.043169,Aunt Chilada's,G9LwkTSdKOyOGqd5BbuIkA
72,33.509578,-112.060185,Oregano's Pizza Bistro,ML1RJdeZ7bbfMrHvJ7m99A
72,33.4954826,-111.9883722,Pita Jungle,w19cemjVR8u02PgjFpJ7Mw
71,33.597213,-112.03605,Carolina's,oyzxIqrtzu-8sWlPhJVsLw
71,33.595874,-112.134448,Rocket Burger & Subs,F8q_9PUl-Lwjj9xIRPArcg
71,33.523984,-112.04698,TEXAZ Grill,18TUn9oiW0k0yB6lheiOvw
71,33.4779339657,-112.073523642,Wild Thaiger,KPoTixdjoJxSqRSEApSAGg
71,33.455863,-112.072167,Pomo Pizzeria Napoletana,XfVGU6WGZKc867spn2TImw
71,33.4514311,-112.0701054,District American Kitchen and Wine Bar,9ziO3NpoNTKHvIKCBFB_fQ
70,33.4571599,-112.0699779,The Roosevelt,7cP7WFmWiTVh-raIL3N_Vw
70,33.4493777,-112.0656259,The Rose and Crown,TfTlOE6h9E9o34dEkw9L_w
69,33.4963684082,-112.08391571,The Fry Bread House,mqQwChPNN4o4DhAzaGntIA
68,33.48585,-112.0691813,China Chili,-3WVw1TNQbPBzaKCaQQ1AQ
68,33.4495394,-112.0656645,Nobuo At Teeter House,nMHhuYan8e3cONo3PornJA
67,33.6710684743,-112.030189633,Upper Crust Pizza,Pg8OPh1D2ws0xO-I-8ppoA
